,m,d,r,w,P,R,S,T
89,5.0,0.69,0.33,1.0,298959,455649,120510,114882
90,5.0,0.41,0.21,1.0,328910,398563,124675,137852
91,5.0,0.27,0.56,1.0,337302,391824,111508,149366
92,5.0,0.17,0.22,1.0,269255,482458,137505,100782
93,5.0,0.22,0.24,1.0,304495,427186,134921,123398
94,5.0,0.19,0.55,1.0,353716,375726,110533,150025
95,5.0,0.16,0.24,1.0,272719,476680,138931,101670
96,5.0,0.42,0.28,1.0,263895,469380,150534,106191
97,5.0,0.18,0.22,1.0,292519,433211,139247,125023
98,5.0,0.33,0.27,1.0,318954,403245,128684,139117
99,5.0,0.33,0.2,1.0,263855,492559,132636,100950
