,m,d,r,w,P,R,S,T
36,7.4,0.4,0.3,1.0,301740,408872,119634,159754
37,2.5,0.4,0.3,1.0,254047,452899,142155,140899
38,7.5,0.4,0.3,1.0,272403,442026,133559,142012
39,5.4,0.4,0.3,1.0,282196,444313,128188,135303
40,7.2,0.4,0.3,1.0,269296,464246,136428,120030
41,7.7,0.4,0.3,1.0,280657,427941,134823,146579
42,3.4,0.4,0.3,1.0,207504,516392,163136,102968
43,3.1,0.4,0.3,1.0,262846,462364,139801,124989
44,4.9,0.4,0.3,1.0,236078,475829,151738,126355
45,7.2,0.4,0.3,1.0,264226,468642,124763,132369
46,3.5,0.4,0.3,1.0,277509,425999,134514,151978
47,5.2,0.4,0.3,1.0,293519,415870,116227,164384
48,9.3,0.4,0.3,1.0,268785,452157,135045,134013
49,9.7,0.4,0.3,1.0,267448,448479,137869,136204
50,3.6,0.4,0.3,1.0,301424,419868,115986,152722
51,6.8,0.4,0.3,1.0,197180,528335,166217,98268
52,2.7,0.4,0.3,1.0,285377,427506,130595,146522
53,3.0,0.4,0.3,1.0,318074,404123,106599,161204
54,5.5,0.4,0.3,1.0,268574,441092,142219,138115
55,7.3,0.4,0.3,1.0,241716,467178,157561,123545
56,5.9,0.4,0.3,1.0,276683,440706,127819,144792
57,6.2,0.4,0.3,1.0,217963,526807,150690,94540
58,5.0,0.4,0.3,1.0,259810,457395,139109,133686
59,2.9,0.4,0.3,1.0,225470,503222,147203,114105
60,3.1,0.4,0.3,1.0,268966,452192,132614,136228
61,2.8,0.4,0.3,1.0,265086,464086,138506,122322
62,5.4,0.4,0.3,1.0,294503,421585,126814,147098
63,5.0,0.4,0.3,1.0,283243,422483,133480,150794
64,3.0,0.4,0.3,1.0,263863,456998,138801,130338
65,3.3,0.4,0.3,1.0,305200,400675,136215,147910
66,7.3,0.4,0.3,1.0,246567,474868,141381,127184
67,5.7,0.4,0.3,1.0,252279,474778,138108,124835
68,3.9,0.4,0.3,1.0,239609,481927,152693,115771
69,5.4,0.4,0.3,1.0,292912,442203,122018,132867
70,3.2,0.4,0.3,1.0,250804,473214,137954,128028
71,2.7,0.4,0.3,1.0,232264,493200,153076,111460
72,5.6,0.4,0.3,1.0,273501,450511,133392,132596
73,3.0,0.4,0.3,1.0,271221,460326,132918,125535
74,4.7,0.4,0.3,1.0,239479,473398,148541,128582
75,2.8,0.4,0.3,1.0,241224,478084,146167,124525
76,5.1,0.4,0.3,1.0,229628,496152,155441,108779
77,6.7,0.4,0.3,1.0,304174,421830,120195,143801
78,4.3,0.4,0.3,1.0,268901,452708,131739,136652
79,7.9,0.4,0.3,1.0,285385,428626,129202,146787
80,3.4,0.4,0.3,1.0,348462,337399,107627,196512
81,7.0,0.4,0.3,1.0,252399,462439,135498,139664
82,5.1,0.4,0.3,1.0,271954,447327,131868,138851
83,4.1,0.4,0.3,1.0,243008,485119,137522,124351
84,2.7,0.4,0.3,1.0,255340,475503,138476,120681
85,4.9,0.4,0.3,1.0,300733,402536,117229,169502
86,2.8,0.4,0.3,1.0,322979,395418,111515,160088
87,4.4,0.4,0.3,1.0,311310,403442,121572,153676
88,3.6,0.4,0.3,1.0,249880,454366,149625,136129
89,3.5,0.4,0.3,1.0,275422,430181,136915,147482
90,7.1,0.4,0.3,1.0,287424,424000,125492,153084
91,4.0,0.4,0.3,1.0,232133,523217,142027,92623
92,5.6,0.4,0.3,1.0,259708,446775,140753,142764
93,3.1,0.4,0.3,1.0,284835,424882,134914,145369
94,9.1,0.4,0.3,1.0,235321,493817,149647,111215
95,9.2,0.4,0.3,1.0,254342,449088,133220,153350
96,2.6,0.4,0.3,1.0,250215,481702,141349,116734
97,3.5,0.4,0.3,1.0,261665,445660,146548,136127
98,3.0,0.4,0.3,1.0,278496,428096,126412,156996
99,4.6,0.4,0.3,1.0,257586,465934,137461,129019
