,m,d,r,w,R,S,T,P
67,3.3,0.54,0.28,1.0,415147,100265,140743,333845
68,4.7,0.35,0.41,1.0,512874,126450,105813,244863
69,3.8,0.32,0.22,1.0,506305,130097,113494,240104
70,4.1,0.4,0.21,1.0,480806,124945,118480,265769
71,5.4,0.25,0.28,1.0,458702,132643,123073,275582
72,7.4,0.23,0.15,1.0,455725,105364,126014,302897
73,5.8,0.53,0.29,1.0,389335,107252,157569,335844
74,4.5,0.35,0.34,1.0,508942,133925,104932,242201
75,9.1,0.43,0.18,1.0,510471,139341,103227,236961
76,2.7,0.5,0.24,1.0,504710,127367,113946,243977
77,4.1,0.2,0.23,1.0,466018,117969,121367,284646
78,3.3,0.8,0.15,1.0,413857,109106,156870,310167
79,3.2,0.21,0.16,1.0,474003,123962,119093,272942
80,3.2,0.97,0.19,1.0,508483,135057,112661,233799
81,2.6,0.2,0.28,1.0,496351,122289,117468,253892
82,5.1,0.73,0.17,1.0,459995,112271,126894,290840
83,3.4,0.54,0.36,1.0,498058,119688,112571,259683
84,3.6,0.89,0.51,1.0,464526,119360,133103,273011
85,6.1,0.53,0.26,1.0,434184,106688,131731,317397
86,5.5,0.34,0.41,1.0,430313,120131,145182,294374
87,7.4,0.26,0.18,1.0,463466,104531,124295,297708
88,2.8,0.97,0.58,1.0,451867,111642,132188,294303
89,4.1,0.4,0.17,1.0,520522,135344,105859,228275
90,3.8,0.98,0.38,1.0,470966,126177,116547,276310
91,4.0,0.29,0.27,1.0,447367,116164,130574,295895
92,3.0,0.47,0.23,1.0,470052,116018,122454,281476
93,9.8,0.38,0.25,1.0,435237,103583,135629,315551
94,3.3,0.25,0.28,1.0,500578,117987,110565,260870
95,2.7,0.82,0.69,1.0,461493,118103,123252,287152
96,4.3,0.46,0.42,1.0,466996,112084,125907,285013
97,3.6,0.2,0.53,1.0,481012,130765,125750,252473
98,3.0,0.38,0.42,1.0,467481,120047,123041,279431
99,5.9,0.26,0.16,1.0,513906,142075,105982,228037
