,m,d,r,w,P,R,S,T
85,5.0,0.5,0.04,1.0,373707,389801,117430,109062
86,5.0,0.99,0.51,1.0,321266,436353,129205,103176
87,5.0,0.54,0.12,1.0,440239,313128,99226,137407
88,5.0,0.82,0.44,1.0,317246,432281,141513,98960
89,5.0,0.63,0.04,1.0,390773,358705,111365,129157
90,5.0,0.68,0.67,1.0,371924,385373,114195,118508
91,5.0,0.21,0.28,1.0,375553,379013,114476,120958
92,5.0,0.34,0.65,1.0,395774,365425,102985,125816
93,5.0,0.67,0.9,1.0,437860,325323,95737,131080
94,5.0,0.93,0.43,1.0,361991,397954,120676,109379
95,5.0,0.33,0.27,1.0,308268,447709,137129,96894
96,5.0,0.47,0.29,1.0,427926,321074,102336,138664
97,5.0,0.25,0.29,1.0,391407,357340,113833,127420
98,5.0,0.75,0.59,1.0,343662,404547,124593,117198
99,5.0,0.5,0.34,1.0,373234,387186,111274,118306
