,m,d,r,w,P,R,S,T
62,5.0,0.51,0.59,1.0,368950,383929,108225,128896
63,5.0,0.74,0.17,1.0,289319,451500,134953,114228
64,5.0,0.61,0.81,1.0,351504,378414,111785,148297
65,5.0,0.96,0.86,1.0,289926,440655,136487,122932
66,5.0,0.49,0.44,1.0,309127,414894,130509,135470
67,5.0,0.01,0.2,1.0,306282,416914,137345,129459
68,5.0,0.78,0.59,1.0,276000,450527,148147,115326
69,5.0,0.24,0.91,1.0,322966,405982,139322,121730
70,5.0,0.51,0.52,1.0,289456,438004,143175,119365
71,5.0,0.54,0.24,1.0,355620,361804,116603,155973
72,5.0,0.85,0.36,1.0,330687,403377,128401,127535
73,5.0,0.25,0.69,1.0,294071,421163,147653,127113
74,5.0,0.47,0.29,1.0,342431,404074,121763,121732
75,5.0,0.28,0.91,1.0,266606,477334,149733,96327
76,5.0,0.45,0.27,1.0,322604,419076,127859,120461
77,5.0,0.37,0.1,1.0,335179,413191,109449,132181
78,5.0,0.95,0.82,1.0,342224,406782,117417,123577
79,5.0,0.09,0.52,1.0,327451,404517,122478,135554
80,5.0,0.62,0.92,1.0,291284,431873,146474,120369
81,5.0,0.53,0.68,1.0,423989,318392,98582,149037
82,5.0,0.69,0.35,1.0,302027,440196,129637,118140
83,5.0,0.24,0.79,1.0,303761,433249,130308,122682
84,5.0,0.54,0.44,1.0,335137,394531,125660,134672
85,5.0,0.24,0.46,1.0,304746,418555,140811,125888
86,5.0,0.82,0.44,1.0,364228,360578,118289,146905
87,5.0,0.86,0.7,1.0,312171,423681,124903,129245
88,5.0,0.04,0.63,1.0,283083,446035,141290,119592
89,5.0,0.14,0.73,1.0,336031,389421,119661,144887
90,5.0,0.03,0.5,1.0,300270,431274,132404,126052
91,5.0,0.84,0.69,1.0,336159,394144,115636,144061
92,5.0,0.23,0.95,1.0,273606,468840,150179,97375
93,5.0,0.78,0.72,1.0,368795,370588,108041,142576
94,5.0,0.22,0.79,1.0,315586,413468,131937,129009
95,5.0,0.9,0.19,1.0,319337,396285,126586,147792
96,5.0,0.16,0.52,1.0,322398,413693,132111,121798
97,5.0,0.46,0.59,1.0,316035,421792,121443,130730
98,5.0,1.0,0.65,1.0,268369,450687,154997,115947
99,5.0,0.65,0.82,1.0,323800,424918,125854,115428
