,m,d,r,w,R,S,T,P
40,2.7,0.29,0.21,1.0,463421,140006,116892,269681
41,3.0,0.23,0.48,1.0,435285,131422,127070,296223
42,8.6,0.42,0.21,1.0,489996,141673,109056,249275
43,3.1,0.38,0.19,1.0,439654,145632,128059,276655
44,3.5,0.21,0.2,1.0,490533,151438,106297,241732
45,5.6,0.86,0.17,1.0,393827,98611,145255,352307
46,5.4,0.37,0.35,1.0,418986,118779,141842,310393
47,4.2,0.58,0.22,1.0,451316,132944,125701,280039
48,2.9,0.46,0.22,1.0,413904,125400,144559,306137
49,2.8,0.81,0.18,1.0,424578,138699,131939,294784
50,2.8,0.43,0.16,1.0,399329,117125,147532,326014
51,5.3,0.42,0.19,1.0,482197,149891,113354,244558
52,4.0,0.58,0.58,1.0,405766,113723,149522,320989
53,6.9,0.31,0.64,1.0,482344,150479,104901,252276
54,2.6,0.53,0.64,1.0,459008,129297,114266,287429
55,6.1,0.28,0.32,1.0,427372,133016,139099,290513
56,8.8,0.24,0.17,1.0,410919,113358,148677,317046
57,3.0,0.29,0.17,1.0,441332,125779,129331,293558
58,5.7,0.62,0.56,1.0,506567,144471,95240,243722
59,2.6,0.2,0.44,1.0,397323,125287,155376,312014
60,3.1,0.81,0.66,1.0,498286,138822,103420,249472
61,5.9,0.51,0.23,1.0,441524,125693,128447,294336
62,5.8,0.82,0.25,1.0,442482,152141,127597,267780
63,9.6,0.4,0.15,1.0,380395,110383,161108,338114
64,3.5,0.22,0.32,1.0,404125,138763,157550,289562
65,9.5,0.47,0.29,1.0,414803,137126,141652,296419
66,6.1,0.67,0.26,1.0,481618,163065,103276,242041
67,3.5,0.24,0.33,1.0,439813,138865,128199,283123
68,3.4,0.31,0.17,1.0,456392,150418,130787,252403
69,3.7,0.26,0.15,1.0,465778,128496,117655,278071
70,5.9,0.9,0.21,1.0,477226,140003,113805,258966
71,3.2,0.31,0.65,1.0,469298,163442,115601,241659
72,3.4,0.52,0.23,1.0,449566,124920,125053,290461
73,3.7,0.26,0.4,1.0,432568,166514,129400,261518
74,6.9,0.34,0.19,1.0,372450,98405,172198,346947
75,7.3,0.72,0.54,1.0,471163,153414,113835,251588
76,9.8,0.28,0.2,1.0,451971,124071,132971,280987
77,7.1,0.55,0.17,1.0,439954,138286,125648,286112
78,4.3,0.42,0.53,1.0,476326,152579,111858,249237
79,8.7,0.66,0.22,1.0,499565,136904,105583,247948
80,3.6,0.37,0.41,1.0,440911,128435,127622,293032
81,4.4,0.36,0.59,1.0,495954,164934,96586,232526
82,7.0,0.47,0.16,1.0,405603,135688,155833,292876
83,9.3,0.51,0.77,1.0,400611,108043,155915,325431
84,7.8,0.32,0.21,1.0,480003,142353,107523,260121
85,7.7,0.59,0.49,1.0,412902,121704,138801,316593
86,4.3,0.54,0.47,1.0,392248,100344,146533,350875
87,5.0,0.51,0.74,1.0,438358,131326,137378,282938
88,3.2,0.46,0.16,1.0,433887,122034,140779,293300
89,3.5,0.21,0.26,1.0,424371,125455,141550,298624
90,5.9,0.2,0.2,1.0,419791,124234,146159,299816
91,6.5,0.23,0.22,1.0,448283,136603,128017,277097
92,3.3,0.23,0.59,1.0,368210,123820,175205,322765
93,3.5,0.42,0.72,1.0,430200,139324,132479,287997
94,8.3,0.6,0.26,1.0,412198,118244,145566,313992
95,2.7,0.31,0.17,1.0,386538,115080,159868,328514
96,5.1,0.21,0.47,1.0,392015,130933,151946,315106
97,5.1,0.28,0.35,1.0,411630,127025,139706,311639
98,2.5,0.51,0.25,1.0,463473,138134,116033,272360
99,8.6,0.63,0.23,1.0,396863,116868,162068,314201
