,m,d,r,w,R,S,T,P
37,4.5,0.27,0.23,1.0,409314,159162,125282,296242
38,8.0,0.84,0.22,1.0,359910,109202,154222,366666
39,4.2,0.39,0.18,1.0,405264,139362,137636,307738
40,2.6,0.23,0.17,1.0,417828,154776,126063,291333
41,9.9,0.65,0.28,1.0,388294,131570,138267,331869
42,3.3,0.45,0.22,1.0,427599,128086,126044,308271
43,3.5,0.44,0.18,1.0,408742,135769,127593,317896
44,6.3,0.92,0.2,1.0,473690,164012,102100,250198
45,4.3,0.21,0.36,1.0,349173,124064,151729,365034
46,2.7,0.35,0.3,1.0,433005,147425,115630,293940
47,2.9,0.2,0.2,1.0,406844,145939,123928,313289
48,9.4,0.38,0.29,1.0,390080,123883,143545,332492
49,5.1,0.27,0.2,1.0,391699,123491,139554,335256
50,2.7,0.29,0.19,1.0,424552,148054,125993,291401
51,7.4,0.61,0.25,1.0,368261,125634,144771,351334
52,5.4,0.2,0.24,1.0,354517,106787,163587,365109
53,6.3,0.34,0.36,1.0,417523,137256,125260,309961
54,3.3,0.69,0.21,1.0,432423,136240,118969,302368
55,4.4,0.21,0.81,1.0,411896,142829,129041,306234
56,4.1,0.21,0.5,1.0,375842,105424,151618,357116
57,7.5,0.47,0.2,1.0,379046,135985,145060,329909
58,7.0,0.69,0.45,1.0,451712,158062,109122,271104
59,7.3,0.26,0.17,1.0,436611,142381,116528,294480
60,4.3,0.75,0.21,1.0,440130,139118,123233,287519
61,4.8,0.34,0.56,1.0,462903,141142,108093,277862
62,2.7,0.31,0.2,1.0,401477,164748,137622,286153
63,4.1,1.0,0.18,1.0,446319,154882,113851,274948
64,4.0,0.37,0.36,1.0,420917,125470,129221,314392
65,6.5,0.23,0.26,1.0,378265,115597,146121,350017
66,4.8,0.21,0.24,1.0,382900,107865,150513,348722
67,4.1,0.37,0.16,1.0,439281,142602,118332,289785
68,6.6,0.33,0.27,1.0,423000,125675,127878,313447
69,4.5,0.37,0.65,1.0,426299,135481,128261,299959
70,3.0,0.29,0.19,1.0,437337,142559,118632,291472
71,6.1,0.64,0.15,1.0,433809,133233,125805,297153
72,3.8,0.32,0.35,1.0,428101,141359,124041,296499
73,4.4,0.41,0.38,1.0,393328,121204,140602,334866
74,7.9,0.33,0.51,1.0,369949,117779,153590,348682
75,2.8,0.54,0.36,1.0,346951,91994,157771,393284
76,5.5,0.63,0.65,1.0,439554,149700,117727,283019
77,3.0,0.21,0.42,1.0,429102,146933,124884,289081
78,2.9,0.52,0.4,1.0,399804,123844,141501,324851
79,7.9,0.33,0.71,1.0,458600,143434,108481,279485
80,5.8,0.27,0.3,1.0,381038,136160,136210,336592
81,3.9,0.23,0.31,1.0,400028,132892,135514,321566
82,2.6,0.47,0.18,1.0,370762,97559,148477,373202
83,5.2,0.24,0.24,1.0,390122,109980,149210,340688
84,3.8,0.24,0.2,1.0,406509,130845,128978,323668
85,2.5,0.25,0.33,1.0,382829,117773,134733,354665
86,9.6,0.49,0.23,1.0,434465,142194,121023,292318
87,5.9,0.38,0.44,1.0,405191,143042,137597,304170
88,6.5,0.26,0.35,1.0,465518,152200,103318,268964
89,6.6,0.3,0.22,1.0,408890,132796,137846,310468
90,4.6,0.24,0.17,1.0,414725,131137,128116,316022
91,3.2,0.6,0.22,1.0,411904,138465,130087,309544
92,2.7,0.59,0.36,1.0,380022,115246,150967,343765
93,2.7,0.31,0.16,1.0,427088,142561,120556,299795
94,3.0,0.33,0.56,1.0,418092,143815,127261,300832
95,4.0,0.42,0.36,1.0,426421,149967,125152,288460
96,5.2,0.31,0.46,1.0,368026,126920,151313,343741
97,2.9,0.59,0.16,1.0,430881,144999,125543,288577
98,3.0,0.28,0.25,1.0,427182,126271,127079,309468
99,3.8,0.23,0.27,1.0,393653,125354,137817,333176
